metricHash,metricInfo
2ff8a0dea199259500941bda2112c0c5e88b70b7,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'filefd', 'job': 'node', 'instance': '192.168.0.109:9100'}"
d0b29bfa87eb7b9ff2c864746f044a1311fc4376,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'ipvs', 'job': 'node', 'instance': '192.168.0.116:9100'}"
64b4a6355fd6a536e13338df73abd3c9c52076aa,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'stat', 'job': 'node', 'instance': '192.168.0.116:9100'}"
b11f54c01c6bc7a2fac955a4e76d7082f68a496d,"{'__name__': 'node_memory_Active_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
8ccbfb15ff7860c38c47d76c7b7d6d4788be3b5e,"{'__name__': 'go_memstats_heap_released_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
c8e285be7dac4c97654ab58d67840adbc9c69400,"{'__name__': 'node_sockstat_TCP_inuse', 'job': 'node', 'instance': '192.168.0.108:9100'}"
1e56dbcbbfca15ba91eccf0e0e0df11936312d09,"{'__name__': 'go_memstats_heap_released_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
1b4108c707f876e248bfb20b38ba43682aac6a86,"{'__name__': 'node_vmstat_pgpgin', 'job': 'node', 'instance': '192.168.0.116:9100'}"
21432b830a45e67e1e3202756283c27e6a4bd8b2,"{'__name__': 'node_timex_estimated_error_seconds', 'job': 'node', 'instance': '192.168.0.109:9100'}"
4a3cc877a0f756bb69ee5cee400b4fdcae8c0488,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'nfs', 'job': 'node', 'instance': '192.168.0.108:9100'}"
74de6c8de269115efd80637bcb9728b94c00b44d,"{'__name__': 'go_memstats_heap_objects', 'job': 'node', 'instance': '192.168.0.116:9100'}"
b3506f33c8e0aa096f43cd9a04b0752de558bc92,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netclass', 'job': 'node', 'instance': '192.168.0.108:9100'}"
04f1db139b18e921dd120df907b795e46e239e37,"{'__name__': 'node_memory_AnonPages_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
ef8255a4bbba31b21e82f6605f800cb171ec0b9e,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '0.25'}"
6e50a6d5f612341828d66471df1479b06a7d600f,"{'__name__': 'node_timex_offset_seconds', 'job': 'node', 'instance': '192.168.0.113:9100'}"
36ec495f10de6439bb2a3e859befed2891eda5f5,"{'__name__': 'node_memory_SReclaimable_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
d41a2de8073d0aa012baaf91d5ae9a9dcf61c439,"{'__name__': 'node_disk_io_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.109:9100'}"
b0e839e3bb5202dde002f0043941fdf0e6bb1d97,"{'__name__': 'go_memstats_buck_hash_sys_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
ed4f27b7fccd7d6b8f11a0f4580241eea154185a,"{'__name__': 'node_sockstat_TCP_mem', 'job': 'node', 'instance': '192.168.0.116:9100'}"
3c7b1494460740ad39906666d8de988b6e3983c7,"{'__name__': 'go_memstats_heap_objects', 'job': 'node', 'instance': '192.168.0.107:9100'}"
307c0c5dae67ce5dd08c1dee0c544feca3fd63e9,"{'mountpoint': '/run', 'fstype': 'tmpfs', 'job': 'node', 'device': 'tmpfs', '__name__': 'node_filesystem_files_free', 'instance': '192.168.0.108:9100'}"
861ec4b035c07d3a2a26f099768406cdc2f69356,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'mdadm', 'job': 'node', 'instance': '192.168.0.113:9100'}"
74eaf52507188586cf441f602f93f890dd590651,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'entropy', 'job': 'node', 'instance': '192.168.0.113:9100'}"
86ab3fcedd6835d93266b575dd85b06afdf24c25,"{'__name__': 'go_memstats_heap_sys_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
7602b10b543d3b6e100c60c4f48f297f7e87422c,"{'__name__': 'node_load15', 'job': 'node', 'instance': '192.168.0.109:9100'}"
1da4d73c4451fada6197232e01ba85b46d9cf333,"{'__name__': 'node_memory_Cached_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
6960191a390f089a39fa2d2767e00a9da7185f58,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'uname', 'job': 'node', 'instance': '192.168.0.116:9100'}"
edaa40151c572c2fe9116b13dfcc60f1c138ef43,"{'mountpoint': '/', 'fstype': 'ext4', 'job': 'node', 'device': '/dev/vda1', '__name__': 'node_filesystem_avail_bytes', 'instance': '192.168.0.113:9100'}"
7f5d162bc4430f3551e575ba27f405557940dbb3,"{'__name__': 'go_memstats_heap_idle_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
61173f08f7e645c6e8dc4ade6646098cedc2b174,"{'__name__': 'node_disk_write_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.108:9100'}"
7b1964930d6ea3c5940c9e05a7436be88a865c77,"{'__name__': 'node_memory_Shmem_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
46f63389329d11917e24aed5c4ce00c67926b52e,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'cpu', 'job': 'node', 'instance': '192.168.0.116:9100'}"
279ceceab96db9190546104863d72208ea083287,"{'__name__': 'node_forks_total', 'job': 'node', 'instance': '192.168.0.109:9100'}"
44fb2481398bb784e44ee79c5ae0a1beb430f3fa,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.108:9100', 'mode': 'softirq'}"
0fb9ab608597b2526d9d3b0985224ab0a3c6c03b,"{'__name__': 'node_memory_MemAvailable_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
642e90dc4f4d98b43c890919e35a941121d3d829,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'arp', 'job': 'node', 'instance': '192.168.0.108:9100'}"
85417fb7562dafc4710b95ba0f17c718c5baf419,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'timex', 'job': 'node', 'instance': '192.168.0.113:9100'}"
ec9f4766cb05b3d0466fe93ade506adf3ea6c6fe,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'vmstat', 'job': 'node', 'instance': '192.168.0.109:9100'}"
81f8da029db666b6ec55ae4b375e7ab9cc9fa878,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.109:9100', 'mode': 'idle'}"
8d958fcd2297e01c459cf21558668a588e2b6ddf,"{'__name__': 'go_memstats_heap_inuse_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
0255a1cf74df078b0df59ddf0c02ec3c03069abe,"{'__name__': 'node_netstat_Udp_InDatagrams', 'job': 'node', 'instance': '192.168.0.109:9100'}"
20215976fe0f15d4a95cdb35e7d76ba3410328fc,"{'__name__': 'node_vmstat_pgpgin', 'job': 'node', 'instance': '192.168.0.113:9100'}"
0484a39159fcd67110db108ca85c1fac26fb3123,"{'__name__': 'node_network_receive_bytes_total', 'job': 'node', 'device': 'lo', 'instance': '192.168.0.107:9100'}"
e5ef1a364d75a5915489e1ff285c8c54b67dfa3c,"{'__name__': 'go_memstats_stack_inuse_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
f87a71f62f3823c4ad59faed847780eda97eddf2,"{'__name__': 'node_network_receive_packets_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.109:9100'}"
e8b946db54e577a74c3aea889442d6bc92866cbf,"{'mountpoint': '/run', 'fstype': 'tmpfs', 'job': 'node', 'device': 'tmpfs', '__name__': 'node_filesystem_avail_bytes', 'instance': '192.168.0.108:9100'}"
cd98336b54fb0355e0eb732c8cc2cfb87718e5ac,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0.5'}"
9e81f9b8cad1e26a10eba0949fbea97d77ea0878,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'meminfo', 'job': 'node', 'instance': '192.168.0.108:9100'}"
d116959a813e49c9d4a6824cac4d3c0177cf583c,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.109:9100'}"
a65d6cbcf18f1e8c28f63fbb674227a4bbb48c93,"{'__name__': 'node_memory_SUnreclaim_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
1d3e8f6f3798994ad2766d45ffd4237cfd3e45bf,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0.25'}"
89bbedbd6e3964580e1373c25a11a7ab656235b0,"{'mountpoint': '/', 'fstype': 'ext4', 'job': 'node', 'device': '/dev/vda1', '__name__': 'node_filesystem_avail_bytes', 'instance': '192.168.0.107:9100'}"
418cfc39112c46643489edbf49e4b72d3b9732fa,"{'__name__': 'node_netstat_Tcp_CurrEstab', 'job': 'node', 'instance': '192.168.0.116:9100'}"
a7ce67e0eadfbc16bfda395c7a8985d3a2199efd,"{'__name__': 'go_memstats_heap_idle_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
031d9157da88c1fb7ed738e09675117f0a3cfe39,"{'__name__': 'go_memstats_heap_objects', 'job': 'node', 'instance': '192.168.0.109:9100'}"
94d4ba135c111647381f51f4b092830beaae673e,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'entropy', 'job': 'node', 'instance': '192.168.0.107:9100'}"
21289bad85773854de1abf2842e30613ec0458ec,"{'__name__': 'node_timex_frequency_adjustment_ratio', 'job': 'node', 'instance': '192.168.0.116:9100'}"
a9585f808c23e17ba376529c85c056b44e84d9ad,"{'__name__': 'node_netstat_Tcp_ActiveOpens', 'job': 'node', 'instance': '192.168.0.108:9100'}"
6f37225623307e7028c38e64f88b340eb40c7eec,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.109:9100', 'mode': 'iowait'}"
8c7ee41dc93d7da6c336373bc12eeedd0370611a,"{'__name__': 'node_timex_frequency_adjustment_ratio', 'job': 'node', 'instance': '192.168.0.108:9100'}"
fb91f67068582178de8b37136fdea39bc6145a27,"{'__name__': 'node_netstat_Tcp_PassiveOpens', 'job': 'node', 'instance': '192.168.0.108:9100'}"
a753d9550fad31fb3096c72221c152335c95ff70,"{'__name__': 'node_memory_Committed_AS_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
e85f8efa25645900b8a336a996f9caa767564021,"{'mountpoint': '/run', 'fstype': 'tmpfs', 'job': 'node', 'device': 'tmpfs', '__name__': 'node_filesystem_files_free', 'instance': '192.168.0.109:9100'}"
23549c27261e08b40dea9a72b78244523aaddde7,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '0.75'}"
f0af9d49ca75eec6a6a3f6d28479e0e0110b0aea,"{'__name__': 'node_memory_PageTables_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
1ab802c14da5ae7fcf4c58e46acfb60c2ec68f76,"{'__name__': 'node_memory_Inactive_anon_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
211de249fb4f3b30f500cac97e793bb5e98aa375,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'filefd', 'job': 'node', 'instance': '192.168.0.113:9100'}"
4ba8e8781c95d7de56fff70e8ce6a0e971f95469,"{'__name__': 'node_memory_Inactive_anon_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
f04a6420d8a0d2c402cf0d6799f2eb21384c24e5,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '0.75'}"
74e8c7250043d4b8ddb2d73c126ab23d3915313d,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '0.75'}"
80f947464128546525d56b32bfc32fa2592dc5b8,"{'__name__': 'go_memstats_last_gc_time_seconds', 'job': 'node', 'instance': '192.168.0.107:9100'}"
7d008a1fb40971d16abb942c99270b9995bffb59,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'nfsd', 'job': 'node', 'instance': '192.168.0.108:9100'}"
6ba5f4e0ec4a7d419dc986c97de3472af543a0ea,"{'__name__': 'node_sockstat_TCP_mem_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
027f8d1c878d0e51fa9092218224f9e25114547e,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.116:9100'}"
c659bc7cbf59b3fc0bed338acbeae09adb8a819b,"{'__name__': 'go_memstats_heap_sys_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
89edaea1e0ea137276fb39cdadf2108fadd51ce5,"{'__name__': 'node_disk_writes_merged_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
b6ab2ba0372b6842d8521610467736fa438a660a,"{'__name__': 'node_memory_KernelStack_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
8f4189895a470b002190ee0c0b8245a83086fd61,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.116:9100', 'mode': 'steal'}"
0581c3d845f912bf3770418d0042ca5afe754dec,"{'__name__': 'go_memstats_heap_alloc_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
65e2652c060eabfe546f97431891ac77bb477805,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'conntrack', 'job': 'node', 'instance': '192.168.0.109:9100'}"
29ea702afe561f738a96816dc538f26e0b7d9213,"{'__name__': 'node_vmstat_pgpgout', 'job': 'node', 'instance': '192.168.0.109:9100'}"
043ec9c28edae388bc9a06df712e6342562b0a60,"{'__name__': 'node_memory_Shmem_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
0e58977fce8a885f6c1150d171e7dccca612dcb1,"{'__name__': 'node_sockstat_TCP_mem', 'job': 'node', 'instance': '192.168.0.107:9100'}"
e1bc3d4bef585efcc8c6e59c32f7b3286230596f,"{'__name__': 'node_sockstat_TCP_mem', 'job': 'node', 'instance': '192.168.0.113:9100'}"
bcdf707113fbf226433a1749af379b7a24767e22,"{'__name__': 'node_memory_PageTables_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
c4b9fda9ab8457b081a68d16417952b9901a4487,"{'__name__': 'node_disk_read_bytes_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.108:9100'}"
c64d0fe8b4ad59feb0ac218595d532a93b80cf78,"{'__name__': 'go_memstats_mallocs_total', 'job': 'node', 'instance': '192.168.0.109:9100'}"
e5b4c6283500ad5acf02acc57cc56ef667e4084b,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netstat', 'job': 'node', 'instance': '192.168.0.107:9100'}"
c95ef103e062f36bb133c3b248e2ecaeff3961b0,"{'__name__': 'node_memory_Buffers_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
bfd3d4a2992de33b5dc9d8b3d9b064d69135bfde,"{'__name__': 'node_time_seconds', 'job': 'node', 'instance': '192.168.0.116:9100'}"
3cf731fd3b9f5838042e5d1f253725bf230272ef,"{'__name__': 'node_memory_Dirty_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
28c40f914d4712a4b7d6408a70c74e4a85853842,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.107:9100', 'mode': 'steal'}"
f3683b7be33dfc003eefd726bba7089e1b35e033,"{'__name__': 'node_procs_running', 'job': 'node', 'instance': '192.168.0.116:9100'}"
e29bb6a040b0b140193658375838d94b582a2fb1,"{'__name__': 'node_memory_Committed_AS_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
3be0423fab7cff9100d17412b9c4af3f6ed8bfed,"{'__name__': 'node_sockstat_UDP_mem_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
193d35440e38955f366c6c0095d5b7f38730e36b,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0.75'}"
72151cef6d505677102a265bda8677a6e85cfb0e,"{'__name__': 'node_memory_PageTables_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
775ba69079e53fbd741f1cdcb7b6b76a7689769b,"{'__name__': 'go_memstats_other_sys_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
d8e13a9de6e8bc2d4d8c2582ba1ea573e71b0155,"{'__name__': 'node_context_switches_total', 'job': 'node', 'instance': '192.168.0.109:9100'}"
64e7534b3adb83d3195a138808a4c00252b7e442,"{'mountpoint': '/', 'fstype': 'ext4', 'job': 'node', 'device': '/dev/vda1', '__name__': 'node_filesystem_files_free', 'instance': '192.168.0.109:9100'}"
8a419dab46821c9ac0cd34f3c092fa5c20995088,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.113:9100', 'mode': 'iowait'}"
7ca46f25bb5d58608277f44853169257f2490719,"{'__name__': 'node_netstat_IpExt_InOctets', 'job': 'node', 'instance': '192.168.0.109:9100'}"
d6052089e9c6ed3c446e6aca75faff38ed482dce,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'ipvs', 'job': 'node', 'instance': '192.168.0.109:9100'}"
a15e073305eb1d7212a448f7bb7d1b663a051fad,"{'__name__': 'node_disk_written_bytes_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.107:9100'}"
550e64f2372833c1854f3f031f44b96fe04718e7,"{'__name__': 'go_threads', 'job': 'node', 'instance': '192.168.0.116:9100'}"
fb704f74c29c992ebadcd2500626846367aa42c8,"{'__name__': 'node_load5', 'job': 'node', 'instance': '192.168.0.109:9100'}"
4df8b848c544ad4873070b8173a750150d4ae316,"{'__name__': 'node_network_receive_bytes_total', 'job': 'node', 'device': 'lo', 'instance': '192.168.0.109:9100'}"
974c5b184a302ecdd035bc5f7d9fb822eadf7b7a,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'time', 'job': 'node', 'instance': '192.168.0.109:9100'}"
c434d78cc4510abdc7a5f704ad473b678219a2df,"{'__name__': 'node_intr_total', 'job': 'node', 'instance': '192.168.0.107:9100'}"
82d8bb872702437466915e1916ce2e14758a29c4,"{'__name__': 'node_timex_loop_time_constant', 'job': 'node', 'instance': '192.168.0.107:9100'}"
23a5e6d95763641d6a8380417989bdec8a64192d,"{'__name__': 'go_memstats_heap_alloc_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
23286438b8075a3b51a48e89158454bb1de39a5f,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '0'}"
ceef7de10ef9d3b049edfd90fe6068882f762daf,"{'__name__': 'node_memory_Active_file_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
e9750838f57cf70204dec89758d845f53554d8bb,"{'__name__': 'go_memstats_frees_total', 'job': 'node', 'instance': '192.168.0.107:9100'}"
4b575ce08f7526406d1667121fbdce6f005a9ab9,"{'__name__': 'node_disk_write_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.109:9100'}"
8a928c2c3ed293bf5122eec829eee795e87260d7,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'cpu', 'job': 'node', 'instance': '192.168.0.113:9100'}"
5e6d8101df8d601d5999e193fb1c9d7305119607,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '0.5'}"
c981132cef23930715b448982165f60798724dd4,"{'__name__': 'node_entropy_available_bits', 'job': 'node', 'instance': '192.168.0.113:9100'}"
023bcc675e740c013d25176076bcbe6b4e758b21,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '0.5'}"
c2883151d57d31a0bc12e0752fb5e8dc92a9c319,"{'__name__': 'node_sockstat_sockets_used', 'job': 'node', 'instance': '192.168.0.116:9100'}"
6ed79c99b14b9010ecf6c642790d54241fb8bd5a,"{'__name__': 'go_memstats_mallocs_total', 'job': 'node', 'instance': '192.168.0.113:9100'}"
7f9e38c1d2ae2b3858fc37badae064349ad4a795,"{'__name__': 'go_memstats_mspan_inuse_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
86328ea216237132332361ec5573cba06d655ddd,"{'__name__': 'node_memory_SReclaimable_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
ef8d9903ca1d0a29ea798dab0535342567263b75,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '1'}"
96d1e49119acb6022395fbbd6132327bcc6b4da4,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.113:9100', 'mode': 'system'}"
899cfdf2e6b7cdb1ecbd854358d5d25e800bcb8a,"{'__name__': 'node_disk_read_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
7b8ba7ebbe2b152c3b8e8d2a1c4b32481a7a0548,"{'__name__': 'node_vmstat_pgpgout', 'job': 'node', 'instance': '192.168.0.116:9100'}"
4d48047968eee4c4693d89a1596bc123488c402a,"{'__name__': 'node_memory_Active_anon_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
52a3a1ac72b2deabdc0d28ead98028b270a38c8d,"{'mountpoint': '/run', 'fstype': 'tmpfs', 'job': 'node', 'device': 'tmpfs', '__name__': 'node_filesystem_free_bytes', 'instance': '192.168.0.109:9100'}"
7480466a45c5fa47bd5a7108195947617ce4c273,"{'__name__': 'go_memstats_heap_inuse_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
ae8cced3e225e42d163d8e0ebc9a9a4d1c133d7d,"{'__name__': 'node_sockstat_TCP_tw', 'job': 'node', 'instance': '192.168.0.108:9100'}"
77fc3393c6c6e0a2487422886363667aee953244,"{'__name__': 'node_sockstat_sockets_used', 'job': 'node', 'instance': '192.168.0.113:9100'}"
daec2b29a450c3416685a066012d4369752ae50b,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'meminfo', 'job': 'node', 'instance': '192.168.0.113:9100'}"
246dd9af5d77f74f6379e847963035f3d33f8b0b,"{'__name__': 'node_procs_blocked', 'job': 'node', 'instance': '192.168.0.113:9100'}"
3d59e284a2e85aed2ed60d4b3b94e3f28be56e9a,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'zfs', 'job': 'node', 'instance': '192.168.0.113:9100'}"
0e83429326a8be0ed02bd01e1f48d6496398988a,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'conntrack', 'job': 'node', 'instance': '192.168.0.107:9100'}"
56cb9c501ea9e8b8c61848e11d0c5ee16221f1da,"{'__name__': 'go_memstats_stack_sys_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
b90cf9a7d5560e1918d4a10293d100fde0dc0b88,"{'__name__': 'node_netstat_Udp_OutDatagrams', 'job': 'node', 'instance': '192.168.0.107:9100'}"
5d9db27740c099f222230d104eef3f1d47b54b39,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.116:9100', 'mode': 'idle'}"
14b15ca8885f0a487c648f21f847bde57d812dde,"{'__name__': 'node_vmstat_pgpgin', 'job': 'node', 'instance': '192.168.0.109:9100'}"
329ea82cdea46cbf2e6422e62d7d647eacaf81c4,"{'__name__': 'go_memstats_last_gc_time_seconds', 'job': 'node', 'instance': '192.168.0.109:9100'}"
963f95cc844fa20772d67fc6c994f260c490b98e,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'xfs', 'job': 'node', 'instance': '192.168.0.113:9100'}"
e549e8b8da71a98aa589646a7c9228bb0b014b48,"{'__name__': 'process_resident_memory_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
5288cec7311725551de45e8069c350f55918ded0,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'edac', 'job': 'node', 'instance': '192.168.0.113:9100'}"
ca18eec588e6cc8e76b3bc146b989b4f89a75495,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.108:9100', 'mode': 'system'}"
7570539eece86eae7f0fe3270b13a232bca7544b,"{'__name__': 'node_network_receive_bytes_total', 'job': 'node', 'device': 'lo', 'instance': '192.168.0.113:9100'}"
1d51829035e0ddb15188a1fd41bcf1661a925e14,"{'__name__': 'node_network_receive_bytes_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.113:9100'}"
c4a2f70052bf63411699c5b7fc0d89025b0f773e,"{'__name__': 'node_memory_Inactive_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
22f076af05ba940774c61e8b996dcb94a37ebdc4,"{'__name__': 'node_memory_MemFree_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
93e93d686a27c5043a4471a9572be773d714d986,"{'__name__': 'process_resident_memory_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
